"_id","activity","bpu","experimentId","population","response","username"
"ObjectId(""5a390bfd90789136ad07552c"")","165.985576923","eug8","ObjectId(""5a390bfd90789136ad07552c"")","-1","-1","scripterActivity"
"ObjectId(""5a390dfc90789136ad07552f"")","-1","eug6","ObjectId(""5a390dfc90789136ad07552f"")","-1",0,"scripterResponse"
"ObjectId(""5a39107b90789136ad075532"")","-1","eug16","ObjectId(""5a39107b90789136ad075532"")","21","-1","scripterPopulation"
"ObjectId(""5a39115d90789136ad075533"")","-1","eug10","ObjectId(""5a39115d90789136ad075533"")","19","-1","scripterPopulation"
"ObjectId(""5a39130690789136ad075536"")","-1","eug8","ObjectId(""5a39130690789136ad075536"")","62","-1","scripterPopulation"
"ObjectId(""5a39150490789136ad075539"")","226.746171358","eug6","ObjectId(""5a39150490789136ad075539"")","-1","-1","scripterActivity"
"ObjectId(""5a39178490789136ad07553c"")","-1","eug16","ObjectId(""5a39178490789136ad07553c"")","-1","0.260851284402","scripterResponse"
"ObjectId(""5a39186590789136ad07553d"")","-1","eug10","ObjectId(""5a39186590789136ad07553d"")","-1",0,"scripterResponse"
"ObjectId(""5a391a0e90789136ad075540"")","-1","eug8","ObjectId(""5a391a0e90789136ad075540"")","-1",0,"scripterResponse"
"ObjectId(""5a391c0d90789136ad075543"")","-1","eug6","ObjectId(""5a391c0d90789136ad075543"")","288","-1","scripterPopulation"
"ObjectId(""5a391e8c90789136ad075546"")","138.715277778","eug16","ObjectId(""5a391e8c90789136ad075546"")","-1","-1","scripterActivity"
"ObjectId(""5a391f6e90789136ad075547"")","178.831845238","eug10","ObjectId(""5a391f6e90789136ad075547"")","-1","-1","scripterActivity"
"ObjectId(""5a39211690789136ad07554a"")","161.613581731","eug8","ObjectId(""5a39211690789136ad07554a"")","-1","-1","scripterActivity"
"ObjectId(""5a39231690789136ad07554d"")","-1","eug6","ObjectId(""5a39231690789136ad07554d"")","-1",0,"scripterResponse"
"ObjectId(""5a39259590789136ad075550"")","-1","eug16","ObjectId(""5a39259590789136ad075550"")","18","-1","scripterPopulation"
"ObjectId(""5a39267690789136ad075551"")","-1","eug10","ObjectId(""5a39267690789136ad075551"")","14","-1","scripterPopulation"
"ObjectId(""5a39281e90789136ad075554"")","-1","eug8","ObjectId(""5a39281e90789136ad075554"")","58","-1","scripterPopulation"
"ObjectId(""5a392a1f90789136ad075557"")","236.651266611","eug6","ObjectId(""5a392a1f90789136ad075557"")","-1","-1","scripterActivity"
"ObjectId(""5a392c9d90789136ad07555a"")","-1","eug16","ObjectId(""5a392c9d90789136ad07555a"")","-1","0.368124299716","scripterResponse"
"ObjectId(""5a392d7f90789136ad07555b"")","-1","eug10","ObjectId(""5a392d7f90789136ad07555b"")","-1",0,"scripterResponse"
"ObjectId(""5a392f2790789136ad07555e"")","-1","eug8","ObjectId(""5a392f2790789136ad07555e"")","-1",0,"scripterResponse"
"ObjectId(""5a39312790789136ad075561"")","-1","eug6","ObjectId(""5a39312790789136ad075561"")","293","-1","scripterPopulation"
"ObjectId(""5a3933a690789136ad075564"")","147.794117647","eug16","ObjectId(""5a3933a690789136ad075564"")","-1","-1","scripterActivity"
"ObjectId(""5a39348790789136ad075565"")","191.820276498","eug10","ObjectId(""5a39348790789136ad075565"")","-1","-1","scripterActivity"
"ObjectId(""5a39362f90789136ad075568"")","158.705357143","eug8","ObjectId(""5a39362f90789136ad075568"")","-1","-1","scripterActivity"
"ObjectId(""5a39383090789136ad07556b"")","-1","eug6","ObjectId(""5a39383090789136ad07556b"")","-1",0,"scripterResponse"
"ObjectId(""5a393aae90789136ad07556e"")","-1","eug16","ObjectId(""5a393aae90789136ad07556e"")","21","-1","scripterPopulation"
"ObjectId(""5a393b8f90789136ad07556f"")","-1","eug10","ObjectId(""5a393b8f90789136ad07556f"")","20","-1","scripterPopulation"
"ObjectId(""5a393d3790789136ad075572"")","-1","eug8","ObjectId(""5a393d3790789136ad075572"")","41","-1","scripterPopulation"
"ObjectId(""5a393f3890789136ad075575"")","224.205395299","eug6","ObjectId(""5a393f3890789136ad075575"")","-1","-1","scripterActivity"
"ObjectId(""5a3941b790789136ad075578"")","-1","eug16","ObjectId(""5a3941b790789136ad075578"")","-1","0.123843750638","scripterResponse"
"ObjectId(""5a39429890789136ad075579"")","-1","eug10","ObjectId(""5a39429890789136ad075579"")","-1",0,"scripterResponse"
"ObjectId(""5a39444090789136ad07557c"")","-1","eug8","ObjectId(""5a39444090789136ad07557c"")","-1",0,"scripterResponse"
"ObjectId(""5a39464190789136ad07557f"")","-1","eug6","ObjectId(""5a39464190789136ad07557f"")","246","-1","scripterPopulation"
"ObjectId(""5a3948bf90789136ad075582"")","155.007102273","eug16","ObjectId(""5a3948bf90789136ad075582"")","-1","-1","scripterActivity"
"ObjectId(""5a3949a090789136ad075583"")","185.15625","eug10","ObjectId(""5a3949a090789136ad075583"")","-1","-1","scripterActivity"
"ObjectId(""5a394b4890789136ad075586"")","165.582386364","eug8","ObjectId(""5a394b4890789136ad075586"")","-1","-1","scripterActivity"
"ObjectId(""5a394d4a90789136ad075589"")","-1","eug6","ObjectId(""5a394d4a90789136ad075589"")","-1",0,"scripterResponse"
"ObjectId(""5a394fc890789136ad07558c"")","-1","eug16","ObjectId(""5a394fc890789136ad07558c"")","17","-1","scripterPopulation"
"ObjectId(""5a3950a990789136ad07558d"")","-1","eug10","ObjectId(""5a3950a990789136ad07558d"")","16","-1","scripterPopulation"
"ObjectId(""5a39525090789136ad075590"")","-1","eug8","ObjectId(""5a39525090789136ad075590"")","47","-1","scripterPopulation"
"ObjectId(""5a39545290789136ad075593"")","226.954467354","eug6","ObjectId(""5a39545290789136ad075593"")","-1","-1","scripterActivity"
"ObjectId(""5a3956d090789136ad075596"")","-1","eug16","ObjectId(""5a3956d090789136ad075596"")","-1","0.26623350116","scripterResponse"
"ObjectId(""5a3957b290789136ad075597"")","-1","eug10","ObjectId(""5a3957b290789136ad075597"")","-1","0.0319028161651","scripterResponse"
"ObjectId(""5a39595990789136ad07559a"")","-1","eug8","ObjectId(""5a39595990789136ad07559a"")","-1",0,"scripterResponse"
"ObjectId(""5a395b5b90789136ad07559d"")","-1","eug6","ObjectId(""5a395b5b90789136ad07559d"")","329","-1","scripterPopulation"
"ObjectId(""5a395dd990789136ad0755a0"")","152.473958333","eug16","ObjectId(""5a395dd990789136ad0755a0"")","-1","-1","scripterActivity"
"ObjectId(""5a395ebb90789136ad0755a1"")","169.205729167","eug10","ObjectId(""5a395ebb90789136ad0755a1"")","-1","-1","scripterActivity"
"ObjectId(""5a39606190789136ad0755a4"")","157.314116379","eug8","ObjectId(""5a39606190789136ad0755a4"")","-1","-1","scripterActivity"
"ObjectId(""5a39626490789136ad0755a7"")","-1","eug6","ObjectId(""5a39626490789136ad0755a7"")","-1",0,"scripterResponse"
"ObjectId(""5a3964e290789136ad0755aa"")","-1","eug16","ObjectId(""5a3964e290789136ad0755aa"")","21","-1","scripterPopulation"
"ObjectId(""5a3965c390789136ad0755ab"")","-1","eug10","ObjectId(""5a3965c390789136ad0755ab"")","17","-1","scripterPopulation"
"ObjectId(""5a39676990789136ad0755ae"")","-1","eug8","ObjectId(""5a39676990789136ad0755ae"")","56","-1","scripterPopulation"
"ObjectId(""5a3967f490789136ad0755b0"")","-1","eug6","ObjectId(""5a3967f490789136ad0755b0"")","-1","-1","shirishgoyal"
"ObjectId(""5a39685c90789136ad0755b1"")","-1","eug8","ObjectId(""5a39685c90789136ad0755b1"")","-1","-1","shirishgoyal"
"ObjectId(""5a3968c090789136ad0755b2"")","-1","eug10","ObjectId(""5a3968c090789136ad0755b2"")","-1","-1","shirishgoyal"
"ObjectId(""5a39691490789136ad0755b3"")","-1","eug16","ObjectId(""5a39691490789136ad0755b3"")","-1","-1","shirishgoyal"
"ObjectId(""5a39696d90789136ad0755b5"")","208.528013754","eug6","ObjectId(""5a39696d90789136ad0755b5"")","-1","-1","scripterActivity"
"ObjectId(""5a396bea90789136ad0755b8"")","-1","eug16","ObjectId(""5a396bea90789136ad0755b8"")","-1","0.754200282873","scripterResponse"
"ObjectId(""5a396ccc90789136ad0755b9"")","-1","eug10","ObjectId(""5a396ccc90789136ad0755b9"")","-1",0,"scripterResponse"
"ObjectId(""5a396e7190789136ad0755bc"")","-1","eug8","ObjectId(""5a396e7190789136ad0755bc"")","-1",0,"scripterResponse"
"ObjectId(""5a396e9190789136ad0755bd"")","-1","eug6","ObjectId(""5a396e9190789136ad0755bd"")","-1","-1","peterwashington"
"ObjectId(""5a396ef890789136ad0755c1"")","-1","eug8","ObjectId(""5a396ef890789136ad0755c1"")","-1","-1","peterwashington"
"ObjectId(""5a396f4b90789136ad0755c2"")","-1","eug10","ObjectId(""5a396f4b90789136ad0755c2"")","-1","-1","peterwashington"
"ObjectId(""5a396f9d90789136ad0755c3"")","-1","eug16","ObjectId(""5a396f9d90789136ad0755c3"")","-1","-1","peterwashington"
"ObjectId(""5a39707590789136ad0755c5"")","-1","eug6","ObjectId(""5a39707590789136ad0755c5"")","294","-1","scripterPopulation"
"ObjectId(""5a3972f290789136ad0755c8"")","159.423828125","eug16","ObjectId(""5a3972f290789136ad0755c8"")","-1","-1","scripterActivity"
"ObjectId(""5a3973d490789136ad0755c9"")","187.413194444","eug10","ObjectId(""5a3973d490789136ad0755c9"")","-1","-1","scripterActivity"
"ObjectId(""5a39757a90789136ad0755cc"")","172.154017857","eug8","ObjectId(""5a39757a90789136ad0755cc"")","-1","-1","scripterActivity"
"ObjectId(""5a39777e90789136ad0755cf"")","-1","eug6","ObjectId(""5a39777e90789136ad0755cf"")","-1",0,"scripterResponse"
"ObjectId(""5a39796390789136ad0755d2"")","-1","eug6","ObjectId(""5a39796390789136ad0755d2"")","-1","-1","shirishgoyal"
"ObjectId(""5a3979be90789136ad0755d3"")","-1","eug8","ObjectId(""5a3979be90789136ad0755d3"")","-1","-1","shirishgoyal"
"ObjectId(""5a3979fb90789136ad0755d4"")","-1","eug16","ObjectId(""5a3979fb90789136ad0755d4"")","20","-1","scripterPopulation"
"ObjectId(""5a397a1e90789136ad0755d5"")","-1","eug10","ObjectId(""5a397a1e90789136ad0755d5"")","-1","-1","shirishgoyal"
"ObjectId(""5a397a3990789136ad0755d6"")","-1","eug10","ObjectId(""5a397a3990789136ad0755d6"")","-1","-1","shirishgoyal"
"ObjectId(""5a397a9190789136ad0755d7"")","-1","eug16","ObjectId(""5a397a9190789136ad0755d7"")","-1","-1","shirishgoyal"
"ObjectId(""5a397adc90789136ad0755d8"")","-1","eug10","ObjectId(""5a397adc90789136ad0755d8"")","20","-1","scripterPopulation"
"ObjectId(""5a397c8290789136ad0755db"")","-1","eug8","ObjectId(""5a397c8290789136ad0755db"")","49","-1","scripterPopulation"
"ObjectId(""5a397e8690789136ad0755de"")","235.560161565","eug6","ObjectId(""5a397e8690789136ad0755de"")","-1","-1","scripterActivity"
"ObjectId(""5a39810390789136ad0755e1"")","-1","eug16","ObjectId(""5a39810390789136ad0755e1"")","-1","0.395066063012","scripterResponse"
"ObjectId(""5a3981e590789136ad0755e2"")","-1","eug10","ObjectId(""5a3981e590789136ad0755e2"")","-1",0,"scripterResponse"
"ObjectId(""5a39838a90789136ad0755e5"")","-1","eug8","ObjectId(""5a39838a90789136ad0755e5"")","-1",0,"scripterResponse"
"ObjectId(""5a39840490789136ad0755e7"")","-1","eug6","ObjectId(""5a39840490789136ad0755e7"")","-1","-1","shirishgoyal"
"ObjectId(""5a39847d90789136ad0755e8"")","-1","eug8","ObjectId(""5a39847d90789136ad0755e8"")","-1","-1","shirishgoyal"
"ObjectId(""5a3984d290789136ad0755e9"")","-1","eug10","ObjectId(""5a3984d290789136ad0755e9"")","-1","-1","shirishgoyal"
"ObjectId(""5a39852c90789136ad0755ea"")","-1","eug16","ObjectId(""5a39852c90789136ad0755ea"")","-1","-1","shirishgoyal"
"ObjectId(""5a39858f90789136ad0755ec"")","-1","eug6","ObjectId(""5a39858f90789136ad0755ec"")","273","-1","scripterPopulation"
"ObjectId(""5a39880c90789136ad0755ef"")","180.208333333","eug16","ObjectId(""5a39880c90789136ad0755ef"")","-1","-1","scripterActivity"
"ObjectId(""5a3988ee90789136ad0755f0"")","171.701388889","eug10","ObjectId(""5a3988ee90789136ad0755f0"")","-1","-1","scripterActivity"
"ObjectId(""5a398a9390789136ad0755f3"")","159.619140625","eug8","ObjectId(""5a398a9390789136ad0755f3"")","-1","-1","scripterActivity"
"ObjectId(""5a398c9890789136ad0755f6"")","-1","eug6","ObjectId(""5a398c9890789136ad0755f6"")","-1",0,"scripterResponse"
"ObjectId(""5a398f1590789136ad0755f9"")","-1","eug16","ObjectId(""5a398f1590789136ad0755f9"")","20","-1","scripterPopulation"
"ObjectId(""5a398ff690789136ad0755fa"")","-1","eug10","ObjectId(""5a398ff690789136ad0755fa"")","16","-1","scripterPopulation"
"ObjectId(""5a39919b90789136ad0755fd"")","-1","eug8","ObjectId(""5a39919b90789136ad0755fd"")","45","-1","scripterPopulation"
"ObjectId(""5a3993a090789136ad075600"")","223.796106557","eug6","ObjectId(""5a3993a090789136ad075600"")","-1","-1","scripterActivity"
"ObjectId(""5a39961d90789136ad075603"")","-1","eug16","ObjectId(""5a39961d90789136ad075603"")","-1","0.046202417793","scripterResponse"
"ObjectId(""5a3996fe90789136ad075604"")","-1","eug10","ObjectId(""5a3996fe90789136ad075604"")","-1",0,"scripterResponse"
"ObjectId(""5a3998a390789136ad075607"")","-1","eug8","ObjectId(""5a3998a390789136ad075607"")","-1",0,"scripterResponse"
"ObjectId(""5a399aa990789136ad07560a"")","-1","eug6","ObjectId(""5a399aa990789136ad07560a"")","313","-1","scripterPopulation"
"ObjectId(""5a399d2690789136ad07560d"")","168.572443182","eug16","ObjectId(""5a399d2690789136ad07560d"")","-1","-1","scripterActivity"
"ObjectId(""5a399e0690789136ad07560e"")","171.205357143","eug10","ObjectId(""5a399e0690789136ad07560e"")","-1","-1","scripterActivity"
"ObjectId(""5a399fac90789136ad075611"")","175.235849057","eug8","ObjectId(""5a399fac90789136ad075611"")","-1","-1","scripterActivity"
"ObjectId(""5a39a1b290789136ad075614"")","-1","eug6","ObjectId(""5a39a1b290789136ad075614"")","-1",0,"scripterResponse"
"ObjectId(""5a39a42e90789136ad075617"")","-1","eug16","ObjectId(""5a39a42e90789136ad075617"")","14","-1","scripterPopulation"
"ObjectId(""5a39a50f90789136ad075618"")","-1","eug10","ObjectId(""5a39a50f90789136ad075618"")","15","-1","scripterPopulation"
"ObjectId(""5a39a6b490789136ad07561b"")","-1","eug8","ObjectId(""5a39a6b490789136ad07561b"")","63","-1","scripterPopulation"
"ObjectId(""5a39a8ba90789136ad07561e"")","228.674051858","eug6","ObjectId(""5a39a8ba90789136ad07561e"")","-1","-1","scripterActivity"
"ObjectId(""5a39ab3790789136ad075621"")","-1","eug16","ObjectId(""5a39ab3790789136ad075621"")","-1","0.773114942313","scripterResponse"
"ObjectId(""5a39ac1890789136ad075622"")","-1","eug10","ObjectId(""5a39ac1890789136ad075622"")","-1",0,"scripterResponse"
"ObjectId(""5a39adbc90789136ad075625"")","-1","eug8","ObjectId(""5a39adbc90789136ad075625"")","-1",0,"scripterResponse"
"ObjectId(""5a39afc390789136ad075629"")","-1","eug6","ObjectId(""5a39afc390789136ad075629"")","306","-1","scripterPopulation"
"ObjectId(""5a39b24090789136ad07562c"")","169.196428571","eug16","ObjectId(""5a39b24090789136ad07562c"")","-1","-1","scripterActivity"
"ObjectId(""5a39b32190789136ad07562d"")","179.150390625","eug10","ObjectId(""5a39b32190789136ad07562d"")","-1","-1","scripterActivity"
"ObjectId(""5a39b4c590789136ad075630"")","157.922149123","eug8","ObjectId(""5a39b4c590789136ad075630"")","-1","-1","scripterActivity"
"ObjectId(""5a39b6cc90789136ad075633"")","-1","eug6","ObjectId(""5a39b6cc90789136ad075633"")","-1",0,"scripterResponse"
"ObjectId(""5a39b94890789136ad075636"")","-1","eug16","ObjectId(""5a39b94890789136ad075636"")","15","-1","scripterPopulation"
"ObjectId(""5a39ba2990789136ad075637"")","-1","eug10","ObjectId(""5a39ba2990789136ad075637"")","16","-1","scripterPopulation"
"ObjectId(""5a39bbcd90789136ad07563a"")","-1","eug8","ObjectId(""5a39bbcd90789136ad07563a"")","57","-1","scripterPopulation"
"ObjectId(""5a39bdd490789136ad07563d"")","218.932038835","eug6","ObjectId(""5a39bdd490789136ad07563d"")","-1","-1","scripterActivity"
"ObjectId(""5a39c05190789136ad075640"")","-1","eug16","ObjectId(""5a39c05190789136ad075640"")","-1","0.858438239207","scripterResponse"
"ObjectId(""5a39c13190789136ad075641"")","-1","eug10","ObjectId(""5a39c13190789136ad075641"")","-1",0,"scripterResponse"
"ObjectId(""5a39c2d590789136ad075644"")","-1","eug8","ObjectId(""5a39c2d590789136ad075644"")","-1",0,"scripterResponse"
"ObjectId(""5a39c4dd90789136ad075647"")","-1","eug6","ObjectId(""5a39c4dd90789136ad075647"")","312","-1","scripterPopulation"
"ObjectId(""5a39c75a90789136ad07564a"")","149.964488636","eug16","ObjectId(""5a39c75a90789136ad07564a"")","-1","-1","scripterActivity"
"ObjectId(""5a39c83990789136ad07564b"")","144.84375","eug10","ObjectId(""5a39c83990789136ad07564b"")","-1","-1","scripterActivity"
"ObjectId(""5a39c9de90789136ad07564e"")","156.712962963","eug8","ObjectId(""5a39c9de90789136ad07564e"")","-1","-1","scripterActivity"
"ObjectId(""5a39cbe590789136ad075651"")","-1","eug6","ObjectId(""5a39cbe590789136ad075651"")","-1",0,"scripterResponse"
"ObjectId(""5a39ce6290789136ad075654"")","-1","eug16","ObjectId(""5a39ce6290789136ad075654"")","18","-1","scripterPopulation"
"ObjectId(""5a39cf4290789136ad075655"")","-1","eug10","ObjectId(""5a39cf4290789136ad075655"")","15","-1","scripterPopulation"
"ObjectId(""5a39d0e690789136ad075658"")","-1","eug8","ObjectId(""5a39d0e690789136ad075658"")","56","-1","scripterPopulation"
"ObjectId(""5a39d2ee90789136ad07565b"")","211.279713824","eug6","ObjectId(""5a39d2ee90789136ad07565b"")","-1","-1","scripterActivity"
"ObjectId(""5a39d56b90789136ad07565e"")","-1","eug16","ObjectId(""5a39d56b90789136ad07565e"")","-1","0.00656164438813","scripterResponse"
"ObjectId(""5a39d64b90789136ad07565f"")","-1","eug10","ObjectId(""5a39d64b90789136ad07565f"")","-1",0,"scripterResponse"
"ObjectId(""5a39d7ee90789136ad075662"")","-1","eug8","ObjectId(""5a39d7ee90789136ad075662"")","-1",0,"scripterResponse"
"ObjectId(""5a39d9f690789136ad075665"")","-1","eug6","ObjectId(""5a39d9f690789136ad075665"")","309","-1","scripterPopulation"
"ObjectId(""5a39dc7490789136ad075668"")","184.821428571","eug16","ObjectId(""5a39dc7490789136ad075668"")","-1","-1","scripterActivity"
"ObjectId(""5a39dd5390789136ad075669"")","175.9765625","eug10","ObjectId(""5a39dd5390789136ad075669"")","-1","-1","scripterActivity"
"ObjectId(""5a39def690789136ad07566c"")","184.537146226","eug8","ObjectId(""5a39def690789136ad07566c"")","-1","-1","scripterActivity"
"ObjectId(""5a39e0ff90789136ad07566f"")","-1","eug6","ObjectId(""5a39e0ff90789136ad07566f"")","-1",0,"scripterResponse"
"ObjectId(""5a39e37c90789136ad075672"")","-1","eug16","ObjectId(""5a39e37c90789136ad075672"")","21","-1","scripterPopulation"
"ObjectId(""5a39e45b90789136ad075673"")","-1","eug10","ObjectId(""5a39e45b90789136ad075673"")","14","-1","scripterPopulation"
"ObjectId(""5a39e5fe90789136ad075676"")","-1","eug8","ObjectId(""5a39e5fe90789136ad075676"")","54","-1","scripterPopulation"
"ObjectId(""5a39e80790789136ad075679"")","213.751446759","eug6","ObjectId(""5a39e80790789136ad075679"")","-1","-1","scripterActivity"
"ObjectId(""5a39ea8590789136ad07567c"")","-1","eug16","ObjectId(""5a39ea8590789136ad07567c"")","-1","0.0272543490598","scripterResponse"
"ObjectId(""5a39eb6490789136ad07567d"")","-1","eug10","ObjectId(""5a39eb6490789136ad07567d"")","-1",0,"scripterResponse"
"ObjectId(""5a39ed0790789136ad075680"")","-1","eug8","ObjectId(""5a39ed0790789136ad075680"")","-1",0,"scripterResponse"
"ObjectId(""5a39ef1090789136ad075683"")","-1","eug6","ObjectId(""5a39ef1090789136ad075683"")","334","-1","scripterPopulation"
"ObjectId(""5a39f18d90789136ad075686"")","165.703125","eug16","ObjectId(""5a39f18d90789136ad075686"")","-1","-1","scripterActivity"
"ObjectId(""5a39f26d90789136ad075687"")","163.950892857","eug10","ObjectId(""5a39f26d90789136ad075687"")","-1","-1","scripterActivity"
"ObjectId(""5a39f40f90789136ad07568a"")","170.564516129","eug8","ObjectId(""5a39f40f90789136ad07568a"")","-1","-1","scripterActivity"
"ObjectId(""5a39f61990789136ad07568d"")","-1","eug6","ObjectId(""5a39f61990789136ad07568d"")","-1",0,"scripterResponse"
"ObjectId(""5a39f89690789136ad075690"")","-1","eug16","ObjectId(""5a39f89690789136ad075690"")","11","-1","scripterPopulation"
"ObjectId(""5a39f97590789136ad075691"")","-1","eug10","ObjectId(""5a39f97590789136ad075691"")","10","-1","scripterPopulation"
"ObjectId(""5a39fb1790789136ad075694"")","-1","eug8","ObjectId(""5a39fb1790789136ad075694"")","63","-1","scripterPopulation"
