"_id","bpu","rating","userId","username"
"ObjectId(""59a059ea4150ca6d6feb2cbd"")","eug8","4","ObjectId(""563abd7932804ebd6f70152e"")","casey"
"ObjectId(""59a05a434150ca6d6feb2cbe"")","eug9","4","ObjectId(""563abd7932804ebd6f70152e"")","casey"
"ObjectId(""59a05a8d4150ca6d6feb2cbf"")","eug10","5","ObjectId(""563abd7932804ebd6f70152e"")","casey"
"ObjectId(""59a49bf453d824733cdfd699"")","eug10","5","ObjectId(""57a7f8539f7dbe5942dc4931"")","shirishgoyal"
"ObjectId(""59a49c1253d824733cdfd69a"")","eug9","5","ObjectId(""57a7f8539f7dbe5942dc4931"")","shirishgoyal"
"ObjectId(""59a49c2e53d824733cdfd69b"")","eug8","4","ObjectId(""57a7f8539f7dbe5942dc4931"")","shirishgoyal"
"ObjectId(""59a49c4a53d824733cdfd69c"")","eug7","2","ObjectId(""57a7f8539f7dbe5942dc4931"")","shirishgoyal"
"ObjectId(""59a49c6853d824733cdfd69d"")","eug6","3","ObjectId(""57a7f8539f7dbe5942dc4931"")","shirishgoyal"
"ObjectId(""59a49c8453d824733cdfd69e"")","eug5","3","ObjectId(""57a7f8539f7dbe5942dc4931"")","shirishgoyal"
"ObjectId(""59a49ca053d824733cdfd69f"")","eug4","5","ObjectId(""57a7f8539f7dbe5942dc4931"")","shirishgoyal"
"ObjectId(""59a49cb953d824733cdfd6a0"")","eug16","5","ObjectId(""57a7f8539f7dbe5942dc4931"")","shirishgoyal"
"ObjectId(""59a49cd253d824733cdfd6a1"")","eug15","4","ObjectId(""57a7f8539f7dbe5942dc4931"")","shirishgoyal"
"ObjectId(""59a49cec53d824733cdfd6a2"")","eug3","5","ObjectId(""57a7f8539f7dbe5942dc4931"")","shirishgoyal"
"ObjectId(""59aeaa0051d85d4779aa22e8"")","eug3","5","ObjectId(""563bb418ace41fb06564abbd"")","ingmar"
"ObjectId(""59b1514b51d85d4779aa22ef"")","eug9","4","ObjectId(""57a9ff7b9f7dbe5942dc49a1"")","deannadgrider"
"ObjectId(""59b151a551d85d4779aa22f0"")","eug3","5","ObjectId(""57a9ff7b9f7dbe5942dc49a1"")","deannadgrider"
"ObjectId(""59b1520f51d85d4779aa22f1"")","eug3","5","ObjectId(""57a9ff7b9f7dbe5942dc49a1"")","deannadgrider"
"ObjectId(""59b315c45a6891c02e2106ce"")","eug1","3","ObjectId(""59b3151b5a6891c02e2106cb"")","javiloz1604"
"ObjectId(""59b317d65a6891c02e2106cf"")","eug1","4","ObjectId(""563bb418ace41fb06564abbd"")","ingmar"
"ObjectId(""59b318215a6891c02e2106d0"")","eug9","5","ObjectId(""563bb418ace41fb06564abbd"")","ingmar"
"ObjectId(""59b6423a5a6891c02e2106d9"")","eug7","1","ObjectId(""563bb418ace41fb06564abbd"")","ingmar"
"ObjectId(""59b862225a6891c02e2106dc"")","eug3","3","ObjectId(""57a9ff7b9f7dbe5942dc49a1"")","deannadgrider"
"ObjectId(""59b862755a6891c02e2106dd"")","eug7","1","ObjectId(""57a9ff7b9f7dbe5942dc49a1"")","deannadgrider"
"ObjectId(""59b863265a6891c02e2106de"")","eug15","4","ObjectId(""57a9ff7b9f7dbe5942dc49a1"")","deannadgrider"
"ObjectId(""59b863885a6891c02e2106df"")","eug6","3","ObjectId(""57a9ff7b9f7dbe5942dc49a1"")","deannadgrider"
"ObjectId(""59b864d95a6891c02e2106e0"")","eug5","1","ObjectId(""57a9ff7b9f7dbe5942dc49a1"")","deannadgrider"
"ObjectId(""59b866ce5a6891c02e2106e1"")","eug7","1","ObjectId(""57a9ff7b9f7dbe5942dc49a1"")","deannadgrider"
"ObjectId(""59b92aa25a6891c02e2106e2"")","eug3","5","ObjectId(""57a9ff7b9f7dbe5942dc49a1"")","deannadgrider"
"ObjectId(""59b92af65a6891c02e2106e3"")","eug16","3","ObjectId(""57a9ff7b9f7dbe5942dc49a1"")","deannadgrider"
"ObjectId(""59b92c795a6891c02e2106e4"")","eug9","5","ObjectId(""57a9ff7b9f7dbe5942dc49a1"")","deannadgrider"
"ObjectId(""59b92cc25a6891c02e2106e5"")","eug9","5","ObjectId(""57a9ff7b9f7dbe5942dc49a1"")","deannadgrider"
"ObjectId(""59b92d135a6891c02e2106e6"")","eug9","5","ObjectId(""57a9ff7b9f7dbe5942dc49a1"")","deannadgrider"
"ObjectId(""59b92d645a6891c02e2106e7"")","eug9","5","ObjectId(""57a9ff7b9f7dbe5942dc49a1"")","deannadgrider"
"ObjectId(""59b934335a6891c02e2106e9"")","eug3","5","ObjectId(""57a9ff7b9f7dbe5942dc49a1"")","deannadgrider"
"ObjectId(""59b960ad5a6891c02e21078e"")","eug8","5","ObjectId(""57a9ff7b9f7dbe5942dc49a1"")","deannadgrider"
"ObjectId(""59b961235a6891c02e210798"")","eug15","3","ObjectId(""59b95f0d5a6891c02e21077c"")","jjarellano"
"ObjectId(""59b9612b5a6891c02e210799"")","eug1","1","ObjectId(""59b95f625a6891c02e210782"")","euglenaman"
"ObjectId(""59b961375a6891c02e21079a"")","eug6","5","ObjectId(""59b95eb95a6891c02e21075e"")","Edwin"
"ObjectId(""59b9613f5a6891c02e21079b"")","eug16","5","ObjectId(""59b95eb95a6891c02e210760"")","bpat700"
"ObjectId(""59b961515a6891c02e21079f"")","eug8","2","ObjectId(""59b95ed55a6891c02e21076a"")","Tony"
"ObjectId(""59b961735a6891c02e2107a0"")","eug1","2","ObjectId(""59b95efc5a6891c02e210776"")","jagarcia25"
"ObjectId(""59b961875a6891c02e2107a4"")","eug15","1","ObjectId(""59b95f025a6891c02e210779"")","Aorozco19"
"ObjectId(""59b9618f5a6891c02e2107a5"")","eug9","5","ObjectId(""59b95fe65a6891c02e21078b"")","dilopez2"
"ObjectId(""59b961975a6891c02e2107a6"")","eug8","5","ObjectId(""59b95eb35a6891c02e21075b"")","jcisneros10"
"ObjectId(""59b9619c5a6891c02e2107a7"")","eug16","4","ObjectId(""59b960e25a6891c02e21078f"")","ilara3"
"ObjectId(""59b9619c5a6891c02e2107a8"")","eug3","3","ObjectId(""59b95e475a6891c02e210752"")","SeMaya"
"ObjectId(""59b961b95a6891c02e2107a9"")","eug1","2","ObjectId(""59b9610d5a6891c02e210792"")","lrico4"
"ObjectId(""59b961c25a6891c02e2107aa"")","eug15","5","ObjectId(""59b95eb95a6891c02e210760"")","bpat700"
"ObjectId(""59b961d25a6891c02e2107ab"")","eug6","5","ObjectId(""59b95fd55a6891c02e210788"")","Xavier"
"ObjectId(""59b961d85a6891c02e2107ac"")","eug3","4","ObjectId(""59b95ee15a6891c02e21076d"")","AmoravyG"
"ObjectId(""59b961e05a6891c02e2107ad"")","eug9","4","ObjectId(""59b95ef55a6891c02e210773"")","Jdepaz"
"ObjectId(""59b961e95a6891c02e2107ae"")","eug16","3","ObjectId(""59b95e9a5a6891c02e210755"")","JasmineKM"
"ObjectId(""59b961f05a6891c02e2107af"")","eug8","5","ObjectId(""59b95ec45a6891c02e210767"")","aptorres"
"ObjectId(""59b9620d5a6891c02e2107b0"")","eug15","4","ObjectId(""59b961485a6891c02e21079c"")","jortega20"
"ObjectId(""59b9621c5a6891c02e2107b1"")","eug6","5","ObjectId(""59b95eb35a6891c02e21075b"")","jcisneros10"
"ObjectId(""59b962585a6891c02e2107b2"")","eug15","5","ObjectId(""59b95ebf5a6891c02e210764"")","SG21"
"ObjectId(""59b981f45a6891c02e2107f5"")","eug9","5","ObjectId(""57a9ff7b9f7dbe5942dc49a1"")","deannadgrider"
"ObjectId(""59b982705a6891c02e21080d"")","eug3","4","ObjectId(""59b980795a6891c02e2107e6"")","Eug6"
"ObjectId(""59b982785a6891c02e21080e"")","eug16","5","ObjectId(""59b97fd05a6891c02e2107bf"")","ecedillo"
"ObjectId(""59b9827e5a6891c02e21080f"")","eug1","4","ObjectId(""59b97ecc5a6891c02e2107b6"")","aromero18"
"ObjectId(""59b9829d5a6891c02e210810"")","eug15","3","ObjectId(""59b97ee35a6891c02e2107b9"")","etorres35"
"ObjectId(""59b982b65a6891c02e210811"")","eug3","5","ObjectId(""59b97fdc5a6891c02e2107c2"")","gflores60"
"ObjectId(""59b982be5a6891c02e210812"")","eug16","5","ObjectId(""59b980465a6891c02e2107d6"")","Darlene"
"ObjectId(""59b982bf5a6891c02e210813"")","eug8","5","ObjectId(""59b980a15a6891c02e2107ec"")","That-One-Guy"
"ObjectId(""59b982c85a6891c02e210814"")","eug1","2","ObjectId(""59b980765a6891c02e2107e3"")","gmartinez60"
"ObjectId(""59b982db5a6891c02e210815"")","eug6","4","ObjectId(""59b980355a6891c02e2107ce"")","ocorona3"
"ObjectId(""59b982e35a6891c02e210816"")","eug9","3","ObjectId(""59b982505a6891c02e210807"")","ereyes43"
"ObjectId(""59b982e95a6891c02e210817"")","eug15","5","ObjectId(""59b9813f5a6891c02e2107f2"")","snhutnik"
"ObjectId(""59b983075a6891c02e210818"")","eug16","4","ObjectId(""59b9824e5a6891c02e210804"")","ksantos"
"ObjectId(""59b9830f5a6891c02e210819"")","eug1","5","ObjectId(""59b980075a6891c02e2107cb"")","cherrera12"
"ObjectId(""59b983155a6891c02e21081a"")","eug3","2","ObjectId(""59b980455a6891c02e2107d4"")","jlawrence10"
"ObjectId(""59b9831c5a6891c02e21081b"")","eug3","5","ObjectId(""59b980f15a6891c02e2107ef"")","Mauri_Garcia"
"ObjectId(""59b9832a5a6891c02e21081f"")","eug10","1","ObjectId(""59b9822f5a6891c02e2107fb"")","MichaelFranco"
"ObjectId(""59b983345a6891c02e210820"")","eug15","5","ObjectId(""59b97fc75a6891c02e2107bc"")","jjnajera2"
"ObjectId(""59b9836e5a6891c02e210821"")","eug16","4","ObjectId(""59b982215a6891c02e2107f8"")","elinares2"
"ObjectId(""59b983835a6891c02e210822"")","eug9","5","ObjectId(""59b9824a5a6891c02e210801"")","ehernandez205"
"ObjectId(""59b983855a6891c02e210823"")","eug15","5","ObjectId(""59b980995a6891c02e2107e9"")","ysanchez10"
"ObjectId(""59b983915a6891c02e210824"")","eug10","2","ObjectId(""59b9824e5a6891c02e210804"")","ksantos"
"ObjectId(""59b983d15a6891c02e210825"")","eug15","5","ObjectId(""59b9803e5a6891c02e2107d1"")","chuerta5"
"ObjectId(""59b983e35a6891c02e210826"")","eug1","3","ObjectId(""59b980695a6891c02e2107dd"")","Nic"
"ObjectId(""59bab51b5a6891c02e210876"")","eug15","5","ObjectId(""59b961795a6891c02e2107a1"")","azury9"
"ObjectId(""59bada0c5a6891c02e2108a9"")","eug7","1","ObjectId(""59b980455a6891c02e2107d4"")","jlawrence10"
"ObjectId(""59bada5d5a6891c02e2108ae"")","eug1","3","ObjectId(""59b980455a6891c02e2107d4"")","jlawrence10"
"ObjectId(""59badc4c5a6891c02e2108b0"")","eug9","5","ObjectId(""59b982645a6891c02e21080a"")","Waterboi"
"ObjectId(""59badcf85a6891c02e2108b1"")","eug16","5","ObjectId(""59b983215a6891c02e21081c"")","JR18"
"ObjectId(""59bb0d285a6891c02e2108b4"")","eug15","5","ObjectId(""59b980795a6891c02e2107e6"")","Eug6"
"ObjectId(""59bb0d985a6891c02e2108b5"")","eug1","1","ObjectId(""59b980795a6891c02e2107e6"")","Eug6"
"ObjectId(""59bbb2725a6891c02e2108b9"")","eug15","4","ObjectId(""57a9ff7b9f7dbe5942dc49a1"")","deannadgrider"
"ObjectId(""59bbb2e85a6891c02e2108ba"")","eug16","5","ObjectId(""57a9ff7b9f7dbe5942dc49a1"")","deannadgrider"
"ObjectId(""59bc0c4d5a6891c02e2108dc"")","eug9","5","ObjectId(""59b95e3d5a6891c02e21074f"")","Javier-Torres"
"ObjectId(""59bc0cac5a6891c02e2108e0"")","eug8","5","ObjectId(""59b95eb35a6891c02e21075b"")","jcisneros10"
"ObjectId(""59bc0d675a6891c02e2108e9"")","eug8","4","ObjectId(""59b95ee15a6891c02e21076d"")","AmoravyG"
"ObjectId(""59bc0d805a6891c02e2108eb"")","eug1","2","ObjectId(""59b95f625a6891c02e210782"")","euglenaman"
"ObjectId(""59bc0d815a6891c02e2108ec"")","eug6","5","ObjectId(""59b95fe65a6891c02e21078b"")","dilopez2"
"ObjectId(""59bc0d9f5a6891c02e2108ee"")","eug16","3","ObjectId(""59b95f025a6891c02e210779"")","Aorozco19"
"ObjectId(""59bc0e665a6891c02e2108f1"")","eug16","3","ObjectId(""59b95f025a6891c02e210779"")","Aorozco19"
"ObjectId(""59bc0e6a5a6891c02e2108f2"")","eug6","5","ObjectId(""59b95fe65a6891c02e21078b"")","dilopez2"
"ObjectId(""59bc0e7a5a6891c02e2108f3"")","eug8","5","ObjectId(""59b95ee15a6891c02e21076d"")","AmoravyG"
"ObjectId(""59bc0eb25a6891c02e2108f4"")","eug16","5","ObjectId(""59b960e25a6891c02e21078f"")","ilara3"
"ObjectId(""59bfe3e25a6891c02e210918"")","eug10","1","ObjectId(""59b948d65a6891c02e21070e"")","Cperez92"
"ObjectId(""59bffb7a5a6891c02e210928"")","eug6","5","ObjectId(""59b95e9a5a6891c02e210755"")","JasmineKM"
"ObjectId(""59bffc095a6891c02e21092f"")","eug8","1","ObjectId(""59b9610d5a6891c02e210792"")","lrico4"
"ObjectId(""59bffc3e5a6891c02e210930"")","eug1","1","ObjectId(""59b95ef55a6891c02e210773"")","Jdepaz"
"ObjectId(""59bffc725a6891c02e210931"")","eug8","2","ObjectId(""59b9610d5a6891c02e210792"")","lrico4"
"ObjectId(""59bffc865a6891c02e210932"")","eug6","5","ObjectId(""59b95eb95a6891c02e210760"")","bpat700"
"ObjectId(""59bffce35a6891c02e210934"")","eug16","4","ObjectId(""59b960e25a6891c02e21078f"")","ilara3"
"ObjectId(""59bffd0f5a6891c02e210935"")","eug8","3","ObjectId(""59b95e9d5a6891c02e210757"")","lfhernandez4"
"ObjectId(""59bffd3c5a6891c02e210937"")","eug16","5","ObjectId(""59b961485a6891c02e21079c"")","jortega20"
"ObjectId(""59bffd755a6891c02e210939"")","eug6","5","ObjectId(""59b95eb95a6891c02e210760"")","bpat700"
"ObjectId(""59bffda15a6891c02e21093a"")","eug8","3","ObjectId(""59b95e9d5a6891c02e210757"")","lfhernandez4"
"ObjectId(""59bffde35a6891c02e21093b"")","eug6","5","ObjectId(""59b95eb95a6891c02e210760"")","bpat700"
"ObjectId(""59bffe7f5a6891c02e21093c"")","eug16","5","ObjectId(""59b960e25a6891c02e21078f"")","ilara3"
"ObjectId(""59bffeb65a6891c02e21093d"")","eug8","2","ObjectId(""59b95ed55a6891c02e21076a"")","Tony"
"ObjectId(""59bffec65a6891c02e21093e"")","eug10","3","ObjectId(""59b95ef55a6891c02e210773"")","Jdepaz"
"ObjectId(""59bffeef5a6891c02e21093f"")","eug6","4","ObjectId(""59b95e9a5a6891c02e210755"")","JasmineKM"
"ObjectId(""59bffefc5a6891c02e210940"")","eug8","5","ObjectId(""59b95eb35a6891c02e21075b"")","jcisneros10"
"ObjectId(""59bfff565a6891c02e210941"")","eug6","4","ObjectId(""59b95e9a5a6891c02e210755"")","JasmineKM"
"ObjectId(""59bfff655a6891c02e210942"")","eug8","3","ObjectId(""59b9610d5a6891c02e210792"")","lrico4"
"ObjectId(""59bfffae5a6891c02e210944"")","eug8","4","ObjectId(""59b95ee15a6891c02e21076d"")","AmoravyG"
"ObjectId(""59c0006f5a6891c02e210946"")","eug16","3","ObjectId(""59b95f025a6891c02e210779"")","Aorozco19"
"ObjectId(""59c0016f5a6891c02e210947"")","eug8","5","ObjectId(""59b95eb35a6891c02e21075b"")","jcisneros10"
"ObjectId(""59c002e75a6891c02e21094a"")","eug10","3","ObjectId(""59b95f625a6891c02e210782"")","euglenaman"
"ObjectId(""59c022985a6891c02e210975"")","eug9","3","ObjectId(""59b980485a6891c02e2107d9"")","mariana"
"ObjectId(""59c023065a6891c02e210987"")","eug15","4","ObjectId(""59b982215a6891c02e2107f8"")","elinares2"
"ObjectId(""59c023485a6891c02e210988"")","eug3","5","ObjectId(""59b9813f5a6891c02e2107f2"")","snhutnik"
"ObjectId(""59c023775a6891c02e210989"")","eug15","4","ObjectId(""59b982215a6891c02e2107f8"")","elinares2"
"ObjectId(""59c023805a6891c02e21098a"")","eug16","3","ObjectId(""59b980695a6891c02e2107dd"")","Nic"
"ObjectId(""59c0239a5a6891c02e21098b"")","eug9","3","ObjectId(""59b980485a6891c02e2107d9"")","mariana"
"ObjectId(""59c023fc5a6891c02e21098c"")","eug15","4","ObjectId(""59b982215a6891c02e2107f8"")","elinares2"
"ObjectId(""59c0246d5a6891c02e21098d"")","eug9","1","ObjectId(""59b980485a6891c02e2107d9"")","mariana"
"ObjectId(""59c026505a6891c02e21098f"")","eug9","1","ObjectId(""59b980485a6891c02e2107d9"")","mariana"
"ObjectId(""59c026515a6891c02e210990"")","eug15","4","ObjectId(""59b982215a6891c02e2107f8"")","elinares2"
"ObjectId(""59c026bd5a6891c02e210991"")","eug3","5","ObjectId(""59b9813f5a6891c02e2107f2"")","snhutnik"
"ObjectId(""59c0271c5a6891c02e210992"")","eug9","2","ObjectId(""59b980485a6891c02e2107d9"")","mariana"
"ObjectId(""59c027425a6891c02e210993"")","eug15","5","ObjectId(""59b980f15a6891c02e2107ef"")","Mauri_Garcia"
"ObjectId(""59c027ca5a6891c02e210994"")","eug15","5","ObjectId(""59b980f15a6891c02e2107ef"")","Mauri_Garcia"
"ObjectId(""59c150905a6891c02e2109d4"")","eug16","5","ObjectId(""59b95ebf5a6891c02e210764"")","SG21"
"ObjectId(""59c16a2f5a6891c02e210a08"")","eug3","5","ObjectId(""59c169c45a6891c02e2109e6"")","88888888"
"ObjectId(""59c16b895a6891c02e210a12"")","eug15","2","ObjectId(""59c16a335a6891c02e210a09"")","HilaireBritt"
"ObjectId(""59c16b8c5a6891c02e210a13"")","eug6","2","ObjectId(""59c16a135a6891c02e210a05"")","mabreytubbs"
"ObjectId(""59c2c1535a6891c02e210a79"")","eug1","5","ObjectId(""59c2bce45a6891c02e210a54"")","tylera96"
"ObjectId(""59c433eb5a6891c02e210a7e"")","eug10","5","ObjectId(""59c433745a6891c02e210a7b"")","dog12631"
"ObjectId(""59c4535b5a6891c02e210a7f"")","eug16","1","ObjectId(""563abd7932804ebd6f70152e"")","casey"
"ObjectId(""59c568aa5a6891c02e210a82"")","eug10","5","ObjectId(""563bb418ace41fb06564abbd"")","ingmar"
"ObjectId(""59ceb9a394db1d165f146f17"")","eug1","4","ObjectId(""59ceb8ae94db1d165f146f14"")","jernylamoss"
"ObjectId(""59cec03b94db1d165f146f1b"")","eug1","5","ObjectId(""59cebfcd94db1d165f146f18"")","mogomo1"
"ObjectId(""59d4035f94db1d165f146f49"")","eug3","4","ObjectId(""59ceb8ae94db1d165f146f14"")","jernylamoss"
"ObjectId(""59d4063494db1d165f146f4c"")","eug1","5","ObjectId(""59cebfcd94db1d165f146f18"")","mogomo1"
"ObjectId(""59d5174394db1d165f146f5f"")","eug1","5","ObjectId(""59d5160094db1d165f146f56"")","MariaGutierrezG"
"ObjectId(""59d518b694db1d165f146f63"")","eug1","3","ObjectId(""59d5184594db1d165f146f60"")","Eth0n"
"ObjectId(""59d5191c94db1d165f146f64"")","eug8","3","ObjectId(""59d5184594db1d165f146f60"")","Eth0n"
"ObjectId(""59d519df94db1d165f146f65"")","eug10","4","ObjectId(""59d5184594db1d165f146f60"")","Eth0n"
"ObjectId(""59d51d0794db1d165f146f66"")","eug4","4","ObjectId(""59d5184594db1d165f146f60"")","Eth0n"
"ObjectId(""59d51d5a94db1d165f146f67"")","eug1","2","ObjectId(""59d5184594db1d165f146f60"")","Eth0n"
"ObjectId(""59d6739f94db1d165f146f7a"")","eug1","3","ObjectId(""59d5184594db1d165f146f60"")","Eth0n"
"ObjectId(""59d6744294db1d165f146f7b"")","eug1","3","ObjectId(""59d5184594db1d165f146f60"")","Eth0n"
"ObjectId(""59d7c65994db1d165f146f88"")","eug10","2","ObjectId(""59d5184594db1d165f146f60"")","Eth0n"
"ObjectId(""59e0ff81e8bcb6a64996efea"")","eug1","3","ObjectId(""59d5184594db1d165f146f60"")","Eth0n"
"ObjectId(""59e4ab13e8bcb6a64996eff8"")","eug1","3","ObjectId(""59e4aa44e8bcb6a64996eff5"")","scofieldp"
"ObjectId(""59efbbd6e8bcb6a64996f0af"")","eug1","5","ObjectId(""59efbb10e8bcb6a64996f08b"")","CristianoRonaldo"
"ObjectId(""59efbcc0e8bcb6a64996f0d1"")","eug5","1","ObjectId(""59efbbc0e8bcb6a64996f0a6"")","itztrinityshipp"
"ObjectId(""59efbd12e8bcb6a64996f0d8"")","eug5","1","ObjectId(""59efbbe5e8bcb6a64996f0b1"")","EmmanuelBarrios22"
"ObjectId(""59efbd3ae8bcb6a64996f0d9"")","eug6","1","ObjectId(""59efbbc0e8bcb6a64996f0a6"")","itztrinityshipp"
"ObjectId(""59efbd5be8bcb6a64996f0da"")","eug1","3","ObjectId(""59efbbade8bcb6a64996f09d"")","Rick"
"ObjectId(""59efbd8ee8bcb6a64996f0de"")","eug1","5","ObjectId(""59efbc8be8bcb6a64996f0c8"")","lol"
"ObjectId(""59efbdbce8bcb6a64996f0e2"")","eug9","2","ObjectId(""59efbbc0e8bcb6a64996f0a6"")","itztrinityshipp"
"ObjectId(""59efbdcce8bcb6a64996f0e3"")","eug1","5","ObjectId(""59efbbe6e8bcb6a64996f0b3"")","jimino"
"ObjectId(""59efbde9e8bcb6a64996f0e4"")","eug4","1","ObjectId(""59efbc8be8bcb6a64996f0c8"")","lol"
"ObjectId(""59efbe2de8bcb6a64996f0e5"")","eug15","5","ObjectId(""59efbbe5e8bcb6a64996f0b1"")","EmmanuelBarrios22"
"ObjectId(""59efbe75e8bcb6a64996f0e9"")","eug1","5","ObjectId(""59efbcade8bcb6a64996f0cb"")","HectorAlvarado"
"ObjectId(""59efbeb7e8bcb6a64996f0ed"")","eug1","4","ObjectId(""59efbb86e8bcb6a64996f097"")","julian_unicorn"
"ObjectId(""59efbf14e8bcb6a64996f0ee"")","eug5","2","ObjectId(""59efbbe5e8bcb6a64996f0b1"")","EmmanuelBarrios22"
"ObjectId(""59efbffde8bcb6a64996f0f5"")","eug1","5","ObjectId(""59efbc75e8bcb6a64996f0c3"")","Master21"
"ObjectId(""59efc056e8bcb6a64996f0f6"")","eug1","4","ObjectId(""59efbe89e8bcb6a64996f0ea"")","Johnathan24"
"ObjectId(""59efc068e8bcb6a64996f0f7"")","eug10","4","ObjectId(""59efbc75e8bcb6a64996f0c3"")","Master21"
"ObjectId(""59efc0abe8bcb6a64996f0f8"")","eug4","3","ObjectId(""59efbe89e8bcb6a64996f0ea"")","Johnathan24"
"ObjectId(""59efc0b3e8bcb6a64996f0f9"")","eug9","5","ObjectId(""59efbbe5e8bcb6a64996f0b1"")","EmmanuelBarrios22"
"ObjectId(""59efc0b9e8bcb6a64996f0fa"")","eug5","5","ObjectId(""59efbc75e8bcb6a64996f0c3"")","Master21"
"ObjectId(""59efc18ae8bcb6a64996f0fb"")","eug1","4","ObjectId(""59efbfbae8bcb6a64996f0f2"")","Jy12"
"ObjectId(""59f08e05e8bcb6a64996f106"")","eug1","5","ObjectId(""59f08d67e8bcb6a64996f103"")","hangtrieuthanh"
"ObjectId(""59f09596e8bcb6a64996f107"")","eug7","5","ObjectId(""59f08d67e8bcb6a64996f103"")","hangtrieuthanh"
"ObjectId(""5a0b8021bf3c912716b17bdb"")","eug5","2","ObjectId(""563bb418ace41fb06564abbd"")","ingmar"
"ObjectId(""5a0c971fbf3c912716b17be6"")","eug10","3","ObjectId(""563bb418ace41fb06564abbd"")","ingmar"
"ObjectId(""5a0c976ebf3c912716b17be7"")","eug1","1","ObjectId(""563bb418ace41fb06564abbd"")","ingmar"
"ObjectId(""5a0c97c3bf3c912716b17be8"")","eug5","2","ObjectId(""563bb418ace41fb06564abbd"")","ingmar"
"ObjectId(""5a0c981bbf3c912716b17be9"")","eug7","2","ObjectId(""563bb418ace41fb06564abbd"")","ingmar"
